,brand,model,screen_size,color,harddisk,cpu,ram,OS,graphics,graphics_coprocessor,rating,price,wifi & bluetooth,backlit keyboard,anti-glare,fingerprint,hd audio
2960,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2961,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2967,HP,Unknown,14.0,Unknown,512.0,Intel Core i5,16.0,Windows 11 Pro,Integrated,Unknown,,999.9,0,0,0,0,0
2968,Lenovo,Thinkpad,15.6,Black,1000.0,8032,16.0,Windows 10 Pro,Dedicated,Integrated,4.8,1798.95,0,0,0,0,0
2970,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2971,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
2972,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
2973,Dell,Latitude,14.0,Unknown,256.0,Intel Core i5,8.0,Windows 10 Pro,Integrated,Integrated,,764.99,0,0,0,0,0
2974,Dell,Latitude5420,14.0,Unknown,512.0,Intel Core i5,16.0,Windows 10 Pro,Integrated,Integrated,5.0,1182.71,0,0,1,0,0
2978,Dell,Latitude5320,13.3,Black,1000.0,Intel Core i5,16.0,Windows 11 Pro,Integrated,Unknown,,797.99,1,0,0,0,0
2979,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
2980,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
2981,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
2982,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2983,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2984,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2990,Dell,Latitude,14.0,Unknown,256.0,Intel Core i5,8.0,Windows 10,Integrated,Integrated,,289.95,0,1,0,0,0
2991,Dell,XPS159520,15.6,Silver,512.0,Intel Core i7,16.0,Windows 11,Dedicated,Mid-range GPU,,1637.99,0,0,0,0,0
2992,Dell,Latitude5520,15.6,Black,256.0,Intel Core i7,16.0,Windows 10 Pro,Integrated,Unknown,,1465.99,1,0,0,0,0
2993,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2994,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
2995,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3001,Dell,AlienwareX17R2,17.3,Silver,1000.0,Intel Core i7,32.0,Windows 11,Dedicated,High-end GPU,,2614.99,0,0,0,0,0
3002,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
3003,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
3004,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
3005,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3006,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3007,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3013,Dell,Latitude7440,14.0,Black,512.0,Intel Core i7,16.0,Windows 11 Pro,Integrated,Unknown,,1472.99,1,0,0,0,0
3014,HP,Chromebook,15.6,Silver,64.0,Pentium,8.0,Chrome OS,Integrated,Unknown,,289.99,0,0,0,0,0
3015,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3016,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3017,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3022,Dell,XPS9320,13.4,Gray,512.0,Intel Core i7,16.0,Windows 11,Integrated,Unknown,,1647.3,1,0,0,0,0
3027,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
3028,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3029,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3030,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3031,Dell,Latitude5520,15.6,Silver,2000.0,Intel Core i5,32.0,Windows 11,Dedicated,Integrated,,1037.99,0,0,0,0,0
3033,Dell,Latitude5520,15.6,Silver,2000.0,Intel Core i5,32.0,Windows 10 Pro,Integrated,Integrated,5.0,1038.28,0,0,0,0,0
3035,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3036,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3037,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3039,Dell,Inspiron,15.6,Black,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,739.99,0,0,0,0,0
3042,Dell,XPS,17.0,Silver,4000.0,Intel Core i7,64.0,Windows 11 Pro,Dedicated,Unknown,5.0,3785.54,0,0,0,0,0
3045,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3046,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3047,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3048,Dell,Latitude,15.6,Unknown,1000.0,Intel Core i5,8.0,Windows 11 Pro,Integrated,Integrated,4.5,885.99,0,0,0,0,0
3049,Dell,XPS9320,13.4,Silver,1000.0,Intel Core i7,32.0,Windows 11 Pro,Integrated,Integrated,,1865.99,0,0,0,0,0
3051,Dell,Precision7770,17.3,Silver,2000.0,Intel Core i7,64.0,Windows 11 Pro,Integrated,High-end GPU,,3291.99,0,0,0,0,0
3055,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3056,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3057,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3058,Dell,Latitude5520,15.6,Black,256.0,Intel Core i5,32.0,Windows 11 Pro,Integrated,Unknown,,910.99,1,0,0,0,0
3063,Dell,Latitude5520,15.6,Black,512.0,Intel Core i7,64.0,Windows 10 Pro,Integrated,Unknown,,1751.99,1,0,0,0,0
3064,Dell,Latitude5520,15.6,Black,2000.0,Intel Core i7,32.0,Windows 11 Pro,Integrated,Unknown,,2872.99,1,0,0,0,0
3065,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
3066,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
3067,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3068,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3069,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3071,Dell,Latitude7320,13.3,Black,512.0,Intel Core i5,16.0,Windows 11 Pro,Integrated,Unknown,,900.89,1,0,0,0,0
3077,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3078,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3079,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3080,Dell,XPS9510,15.6,Silver,512.0,Intel Core i7,32.0,Windows 10 Pro,Dedicated,Unknown,,1999.99,1,0,0,0,0
3084,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
3085,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
3086,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
3087,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3088,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3089,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3090,Acer,Unknown,15.6,Unknown,1000.0,Unknown,16.0,Windows 10,Dedicated,Mid-range GPU,,1729.98,0,0,0,0,0
3093,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3094,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3095,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3097,Samsung,Chromebook,11.6,Unknown,1000.0,Celeron,4.0,Chrome OS,Integrated,Integrated,4.1,289.0,0,0,0,0,0
3098,Lenovo,Unknown,15.6,Unknown,1000.0,Intel Core i7,12.0,Windows 10,Integrated,Integrated,3.9,499.0,0,0,0,0,0
3099,Lenovo,Ideapad,14.0,Unknown,32.0,Celeron,2.0,Windows 10,Integrated,Integrated,3.4,239.0,0,1,0,0,0
3102,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3103,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3104,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3106,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3107,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3108,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3109,Dell,Unknown,15.6,Red,1000.0,Intel Core i7,8.0,Windows 10,Dedicated,Low-end GPU,4.0,799.0,0,1,1,0,0
3114,Lenovo,Unknown,12.5,Unknown,128.0,Unknown,8.0,Windows 10,Integrated,High-end GPU,3.7,419.0,0,0,0,1,0
3117,Dell,Latitude,15.6,Black,1000.0,Intel Core i5,16.0,Windows 10 Pro,Integrated,Integrated,4.0,1373.29,0,0,0,0,0
3119,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3120,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3121,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3122,Dell,XPS,17.0,Unknown,1000.0,Intel Core i7,32.0,Windows 10,Dedicated,Mid-range GPU,3.7,2897.0,0,0,0,0,0
3123,Acer,Unknown,15.6,Black,128.0,Intel Core i3,4.0,Chrome OS,Integrated,Integrated,5.0,415.98,0,0,0,0,0
3125,Dell,XPS,15.6,Silver,256.0,Intel Core i7,20.0,Windows 10,"Integrated, Dedicated",Low-end GPU,4.0,849.95,0,0,0,0,0
3126,Lenovo,Ideapad,11.6,Unknown,32.0,Celeron,32.0,Windows 10,Integrated,Integrated,3.5,320.0,0,0,0,0,0
3127,Acer,Unknown,15.6,Unknown,256.0,Unknown,8.0,Windows 11,Integrated,Integrated,4.0,511.92,0,0,0,0,0
3131,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
3132,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
3133,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
3134,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3135,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3136,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3141,Acer,Unknown,14.0,Unknown,128.0,Unknown,4.0,Chrome OS,Integrated,Unknown,4.6,419.98,0,0,0,0,0
3144,Acer,Unknown,15.6,Black,128.0,Intel Core i3,4.0,Windows 10 Pro,Integrated,Integrated,4.2,429.98,0,0,0,0,0
3146,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3147,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3148,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3151,Acer,Unknown,14.0,Black,128.0,Unknown,4.0,Windows,Integrated,Unknown,5.0,405.98,0,0,0,0,0
3157,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
3158,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
3159,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
3160,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3161,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3162,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3165,HP,Pavilion,27.0,Black,1000.0,Intel Core i5,20.0,Windows 10,Unknown,Unknown,4.5,1999.99,0,0,0,0,0
3167,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3168,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3169,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3170,Dell,XPS,15.6,Silver,1000.0,Intel Core i7,32.0,Windows 10,Dedicated,Unknown,3.2,1799.81,0,1,0,1,0
3171,Dell,Inspiron,15.6,Black,256.0,Intel Core i5,32.0,Windows 10,Integrated,Integrated,4.4,745.99,0,0,0,0,0
3172,Lenovo,Ideapad,10.0,Unknown,1000.0,8032,8.0,Windows 10,Integrated,Integrated,4.4,495.0,0,0,0,0,0
3175,Dell,Precision7780,17.0,Silver,512.0,Intel Core i7,32.0,Windows 11 Pro,Dedicated,Unknown,,2902.9,1,0,0,0,0
3178,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3179,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3180,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3185,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3186,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3187,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3188,Dell,Vostro7620,16.0,Black,1000.0,Intel Core i7,40.0,Windows 11,Dedicated,Unknown,,1281.52,1,0,0,0,0
3189,Dell,Precision7780,17.0,Silver,512.0,Intel Core i7,32.0,Windows 11 Pro,Dedicated,Unknown,,2624.08,1,0,0,0,0
3191,Dell,Precision7780,17.0,Silver,1000.0,Intel Core i9,64.0,Windows 11 Pro,Dedicated,Unknown,,3378.36,1,0,0,0,0
3192,Dell,Latitude5440,14.0,Black,512.0,Intel Core i7,16.0,Windows 11,Dedicated,Unknown,,1552.3,1,0,0,0,0
3193,Dell,Alienwarem16,16.0,Black,1000.0,Intel Core i9,16.0,Windows 11,Dedicated,Unknown,,2528.9,1,0,0,0,0
3194,Dell,Latitude5530,15.6,Black,1000.0,Intel Core i7,32.0,Windows 11,Dedicated,Unknown,,1996.29,1,0,0,0,0
3195,Dell,Vostro7620,16.0,Black,1000.0,Intel Core i7,24.0,Windows 10,Dedicated,Unknown,,1251.66,1,0,0,0,0
3196,Dell,Latitude5530,15.6,Black,2000.0,Intel Core i5,32.0,Windows 11,Integrated,Unknown,,1032.65,1,0,0,0,0
3197,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3198,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3199,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3200,Dell,Latitude5440,14.0,Black,1000.0,Intel Core i7,32.0,Windows 11,Dedicated,Unknown,,1670.17,1,0,0,0,0
3205,Dell,Latitude7440,14.0,Black,256.0,Intel Core i7,16.0,Windows 11,Integrated,Unknown,,1312.82,1,0,0,0,0
3206,Dell,Latitude5530,15.6,Black,2000.0,Intel Core i7,32.0,Windows 11,Integrated,Unknown,,2548.37,1,0,0,0,0
3207,Dell,Latitude5530,15.6,Black,128.0,Intel Core i5,4.0,Windows 11,Dedicated,Unknown,,1898.56,1,0,0,0,0
3209,Dell,Precision7770,17.3,Silver,512.0,Intel Core i7,64.0,Windows 11,Dedicated,Unknown,,3376.64,1,0,0,0,0
3210,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3211,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3212,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3213,Dell,Latitude3420,14.0,Black,256.0,Intel Core i5,8.0,Windows 11,Integrated,Unknown,,633.42,1,0,0,0,0
3216,Dell,Precision7770,17.3,Silver,512.0,Intel Core i7,16.0,Windows 11,Dedicated,Unknown,,2817.15,1,0,0,0,0
3218,Dell,Latitude5440,14.0,Black,512.0,Intel Core i7,32.0,Windows 11,Integrated,Unknown,,997.74,1,0,0,0,0
3220,Dell,Latitude5530,15.6,Black,2000.0,Intel Core i7,32.0,Windows 11 Pro,Integrated,Unknown,,2548.37,1,0,0,0,0
3221,Dell,Latitude5530,15.6,Black,1000.0,Intel Core i7,64.0,Windows 11,Dedicated,Unknown,,2161.58,1,0,0,0,0
3223,Dell,Latitude7440,14.0,Black,256.0,Intel Core i5,16.0,Windows 11 Pro,Integrated,Unknown,,1420.42,1,0,0,0,0
3224,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3225,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3226,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3227,Dell,Precision7770,17.3,Silver,2000.0,Intel Core i7,64.0,Windows 11,Dedicated,Unknown,,3378.36,1,0,0,0,0
3228,Dell,Precision7670,16.0,Silver,1000.0,Intel Core i7,16.0,Windows 11,Dedicated,Unknown,,1782.43,1,0,0,0,0
3232,Dell,Latitude5440,14.0,Black,256.0,Intel Core i7,32.0,Windows 11,Dedicated,Unknown,,1589.67,1,0,0,0,0
3233,Dell,Vostro7620,16.0,Black,2000.0,Intel Core i7,40.0,Windows 10,Dedicated,Unknown,,1366.7,1,0,0,0,0
3236,Dell,XPS9530,15.6,Silver,1000.0,Intel Core i9,64.0,Windows 11 Pro,Dedicated,Unknown,,3417.95,1,0,0,0,0
3237,Dell,Latitude5530,15.6,Black,512.0,Intel Core i5,32.0,Windows 11,Integrated,Unknown,,953.82,1,0,0,0,0
3238,Dell,Precision7770,17.3,Silver,512.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,,2815.3,1,0,0,0,0
3239,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
3240,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
3241,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
3242,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3243,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3244,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3246,Dell,Vostro7620,16.0,Black,1000.0,Intel Core i7,16.0,Windows 11 Pro,Dedicated,Unknown,,11261.24,1,0,0,0,0
3247,Dell,Precision7770,17.3,Silver,1000.0,Intel Core i9,32.0,Windows 11 Pro,Dedicated,Unknown,,2815.3,1,0,0,0,0
3249,Dell,Latitude5440,14.0,Black,256.0,Intel Core i5,16.0,Windows 10 Pro,Integrated,Unknown,,934.67,1,0,0,0,0
3251,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3252,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3253,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3254,Dell,Latitude5530,15.6,Black,2000.0,Intel Core i5,32.0,Windows 11,Integrated,Unknown,,1032.65,1,0,0,0,0
3255,Dell,Latitude5440,14.0,Black,512.0,Intel Core i7,32.0,Windows 11,Integrated,Unknown,,1341.23,1,0,0,0,0
3256,Dell,Latitude7440,14.0,Black,512.0,Intel Core i7,32.0,Windows 11,Integrated,Unknown,,1238.73,1,0,0,0,0
3260,Dell,Precision7770,17.3,Silver,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,,2815.3,1,0,0,0,0
3261,Dell,Precision7780,17.0,Silver,32.0,Intel Core i9,128.0,Windows 11,Integrated,Unknown,,4618.9,1,0,0,0,0
3262,Dell,Precision7770,17.3,Silver,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,,2815.3,1,0,0,0,0
3263,Dell,Vostro7620,16.0,Black,512.0,Intel Core i7,24.0,Windows 10,Dedicated,Unknown,,1201.13,1,0,0,0,0
3264,Dell,Vostro7620,16.0,Black,512.0,Intel Core i7,16.0,Windows 10,Integrated,Unknown,,1168.52,1,0,0,0,0
3265,Dell,Precision7780,17.0,Silver,1000.0,Intel Core i7,64.0,Windows 11,Integrated,Unknown,,2815.3,1,0,0,0,0
3266,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3267,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3268,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3269,Dell,Precision7780,17.0,Silver,4000.0,Intel Core i9,128.0,Windows 11 Pro,Integrated,Unknown,,4736.68,1,0,0,0,0
3270,Dell,Precision7780,17.0,Silver,2000.0,Intel Core i9,64.0,Windows 11 Pro,Integrated,Unknown,,4779.89,1,0,0,0,0
3271,Dell,Latitude5530,15.6,Black,1000.0,Intel Core i7,16.0,Windows 11,Integrated,Unknown,,2440.56,1,0,0,0,0
